id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Qwen/Qwen2-7B-Instruct_response,Qwen/Qwen2-7B-Instruct_answer
history-2020-301-6,D,multiple_choice,12.0,"['Khủng hoảng.', 'Trì trệ.', 'Suy thoái.', 'Phát triển.']","Từ năm 1952 đến năm 1973, kinh tế Nhật Bản có biểu hiện nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[D] Phát triển.

During the period from 1952 to 1973, Japan's economy showed signs of development. This was part of the post-World War II economic boom known as the ""Japanese Economic Miracle,"" where",D
history-2020-304-13,D,multiple_choice,12.0,"['Trì trệ kéo dài.', 'Khủng hoảng nặng nề.', 'Suy thoái trầm trọng.', 'Phát triển ""thần kì"".']","Từ năm 1960 đến năm 1973, kinh tế Nhật Bản có biểu hiện nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[D] Phát triển ""thần kì"". 

During the period from 1960 to 1973, Japan's economy experienced rapid and remarkable growth, often referred to as the ""miracle"" of Japanese economic development. This",D
history-2023-301-21,D,multiple_choice,12.0,"['chịu sự cạnh tranh quyết liệt từ các nước châu Phi', 'chịu sự cạnh tranh quyết liệt từ các nước Mĩ Latinh', 'gặp phải sự cạnh tranh quyết liệt của các nước Nam Á', 'suy thoái, khủng hoảng, phát triển không ổn định']","Từ năm 1973 đến năm 1991, kinh tế các nước Tây Âu",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[D] suy thoái, khủng hoảng, phát triển không ổn định 

Explanation:
The period from 1973 to 1991 was marked by economic challenges for Western European countries. This included economic downturns, crises",D
history-2022-303-18,D,multiple_choice,12.0,"['thể dục, thể thao', 'điện ảnh', 'văn học, nghệ thuật', 'kinh tế']","Từ sau Chiến tranh lạnh đến năm 2000, để xây dựng sức mạnh thực sự, hầu hết các quốc gia đều tập trung phát triển",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[D] kinh tế
        
Explanation: 
Sau Chiến tranh lạnh, hầu hết các quốc gia trên thế giới đã tập trung vào việc phát triển kinh tế để xây dựng sức mạnh thực sự. Kinh tế là nền tảng",D
history-2024-303-27,D,multiple_choice,12.0,"['Sự thành lập nước Cộng hòa Nhân dân Trung Hoa.', 'Sự thành lập hai nhà nước trên bán đảo Triều Tiên.', 'Nhật Bản trở thành nền kinh tế lớn thứ hai thế giới.', 'Tất cả các nước cùng xây dựng chủ nghĩa xã hội.']","Từ sau Chiến tranh thế giới thứ hai đến năm 2000, khu vực Đông Bắc Á không có biến đổi nào sau đây?",,,1.0,,Trắc Nghiệm/Nội dung Ngắn,[D],D
history-2024-304-11,A,multiple_choice,12.0,"['Trung Quốc.', 'Phần Lan.', 'Mêhicô.', 'Braxin.']","Từ tháng 12 – 1978, quốc gia nào sau đây ở châu Á tiến hành công cuộc cải cách – mở cửa?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[A]

Trung Quốc.",A
history-2024-304-32,B,multiple_choice,12.0,"['Cuộc cách mạng không phải dùng bạo lực đối với vua quan phong kiến, nên không có tổn thất.', 'Là một điển hình về cuộc cách mạng giải phóng dân tộc, đồng thời mang tính nhân văn sâu sắc.', 'Đã hoàn thành “cuộc cách mạng tư sản dân quyền” nêu trong Luận cương chính trị (10 – 1930).', 'Sức mạnh dân tộc đã hóa giải hết các nguy cơ, đưa cuộc cách mạng đến thắng lợi nhanh chóng.']",Từ thực tiễn cuộc Tổng khởi nghĩa giành chính quyền trong tháng Tám năm 1945 ở Việt Nam đã chứng minh sự đúng đắn của luận điểm nào sau đây?,,1.0,,,Đánh giá,"[B] Là một điển hình về cuộc cách mạng giải phóng dân tộc, đồng thời mang tính nhân văn sâu sắc.",B
history-2024-304-38,D,multiple_choice,12.0,"['buộc Mĩ phải “xuống thang” trong chiến tranh ở Việt Nam, bỏ rơi chính quyền Sài Gòn.', 'buộc Mĩ phải rút dần quân viễn chinh và ngừng viện trợ cho chính quyền Sài Gòn.', 'hoàn thành mục tiêu “vừa đánh vừa đàm” trong cuộc kháng chiến chống Mĩ, cứu nước.', 'đưa đấu tranh ngoại giao chính thức trở thành một mặt trận có ý nghĩa chiến lược.']","Từ đêm 30, rạng sáng ngày 31 – 1 – 1968, quân dân ta đồng loạt tiến công và nổi dậy trên toàn
miền Nam Việt Nam. Cuộc Tổng tiến công và nổi dậy vào dịp Tết Mậu Thân 1968 đã tác động mạnh đến
nước Mĩ: “Ngày 31 – 3 – 1968, Tổng thống Mĩ L. Giôn-xơn phải tuyên bố: 1- Đơn phương ngừng đánh
phá miền Bắc từ vĩ tuyến 20 trở ra; 2- Không ra tranh cử Tổng thống Mĩ nhiệm kì hai; 3- Nhận đàm phán
với ta [Việt Nam] tại Hội nghị Pari”.
(Ban chỉ đạo Tổng kết chiến tranh trực thuộc Bộ Chính trị, Chiến tranh cách mạng Việt Nam 1945 – 1975
– Thắng lợi và bài học, NXB Chính trị quốc gia, Hà Nội, 2000, tr. 159 – 160)
Những động thái của Tổng thống Mĩ L. Giôn-xơn chứng tỏ: Cuộc Tổng tiến công và nổi dậy Xuân
Mậu Thân 1968 của quân dân Việt Nam đã",,,1.0,,Kết quả / Ý nghĩa / Vai trò,[A],A
history-2024-301-34,D,multiple_choice,12.0,"['buộc Mĩ phải rút dần quân viễn chinh và ngừng viện trợ cho chính quyền Sài Gòn.', 'buộc Mĩ phải “xuống thang” trong chiến tranh ở Việt Nam, bỏ rơi chính quyền Sài Gòn.', 'hoàn thành mục tiêu “vừa đánh vừa đàm” trong cuộc kháng chiến chống Mĩ, cứu nước.', 'đưa đấu tranh ngoại giao chính thức trở thành một mặt trận có ý nghĩa chiến lược.']","Từ đêm 30, rạng sáng ngày 31 – 1 – 1968, quân dân ta đồng loạt tiến công và nổi dậy trên toàn miền Nam Việt Nam. Cuộc Tổng tiến công và nổi dậy vào dịp Tết Mậu Thân 1968 đã tác động mạnh đến nước Mĩ:",,,1.0,,Kết quả / Ý nghĩa / Vai trò,[B],B
history-2024-301-3,B,multiple_choice,12.0,"['Xuđăng.', 'Nhật Bản.', 'Mianma.', 'Brunây.']","Từ đầu những năm 70 của thế kỉ XX đến năm 2000, quốc gia nào sau đây trở thành một trong ba trung tâm kinh tế – tài chính lớn của thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] Nhật Bản. 

Nhật Bản đã trở thành một trong ba trung tâm kinh tế - tài chính lớn của thế giới từ đầu những năm 70 của thế kỷ XX đến năm 2000. Qua quá",B
history-2020-301-22,D,multiple_choice,12.0,"['Các nước ASEAN đã thành những “con rồng” kinh tế châu Á.', 'Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.', 'Xu hướng hòa hoãn Đông-Tây bắt đầu xuất hiện.', 'Cuộc cách mạng khoa học-công nghệ đang diễn ra mạnh mẽ.']",Việt Nam bắt đầu thực hiện công cuộc đổi mới (tháng 12-1986) trong tình hình quốc tế đang có chuyển biến nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"[C]

Explanation:
The correct answer is [C] because the beginning of Vietnam's reform process in December 1986 occurred during a period when there was a growing trend of reconciliation between Eastern and Western blocs, which was part of the",C
history-2020-302-29,A,multiple_choice,12.0,"['Xu thế toàn cầu hóa xuất hiện và đang phát triển.', 'Xu hướng hòa hoãn Đông-Tây bắt đầu xuất hiện.', 'Các nước ASEAN đã thành những ""con rồng"" kinh tế châu Á.', 'Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.']",Việt Nam bắt đầu thực hiện công cuộc đổi mới (tháng 12-1986) trong tình hình quốc tế đang có chuyển biến nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"[A]

Explanation: The correct answer is [A] because the process of reform in Vietnam began in December 1986, which was during a period when global trends were emerging and developing. This aligns with the concept of globalization. The",A
history-2020-303-28,D,multiple_choice,12.0,"['Xu hướng hòa hoãn Đông-Tây bắt đầu xuất hiện.', 'Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.', 'Các nước ASEAN đã thành những ""con rồng"" kinh tế châu Á.', 'Liên Xô đang lâm vào cuộc khủng hoảng trầm trọng.']",Việt Nam bắt đầu thực hiện công cuộc đổi mới (tháng 12-1986) trong tỉnh hình quốc tế đang có chuyển biến nào sau đây?,,1.0,,,Sự kiện / Hoạt động,[D],D
history-2020-304-30,A,multiple_choice,12.0,"['Xu thế cải cách, mở cửa đang diễn ra mạnh mẽ.', 'Xu hướng hòa hoãn Đông-Tây bắt đầu xuất hiện.', 'Các nước ASEAN đã thành những “con rồng"" kinh tế châu Á.', 'Liên Xô và Mĩ đã tuyên bố chấm dứt Chiến tranh lạnh.']",Việt Nam bắt đầu thực hiện công cuộc đổi mới (tháng 12-1986) trong tỉnh hình quốc tế đang có chuyển biến nào sau đây?,,1.0,,,Sự kiện / Hoạt động,"[A]

Explanation: The question is asking about the international context that was undergoing a transformation during Việt Nam's reform efforts in December 1986. The correct answer is [A] because it reflects the global trend of reform and openness that was",A
history-2021-304-22,D,multiple_choice,12.0,"['Chiến dịch giải phóng Huế-Đà Nẵng.', 'Quân giải phóng miền Nam ra đời.', 'Cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân.', 'Đại hội toàn quốc thống nhất Việt Minh-Liên Việt']","Về chính trị, trong những năm 1951-1953, ở Việt Nam diễn ra sự kiện nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[D] Đại hội toàn quốc thống nhất Việt Minh-Liên Việt
        
Explanation:
The event that occurred in Vietnam from 1951-1953 was the unification of the Vietnamese Nationalist Alliance (Việt Minh) and",D
history-2021-303-3,C,multiple_choice,12.0,"['Quân giải phóng miền Nam ra đời.', 'Chiến dịch giải phóng Huế-Đà Nẵng.', 'Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương.', 'Cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân.']","Về chính trị, trong những năm 1951-1953, ở Việt Nam diễn ra sự kiện nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[C]

The event that occurred in Vietnam politically during the years 1951-1953 was the Second National Congress of the Communist Party of Indochina (Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương",C
history-2023-303-5,A,multiple_choice,12.0,"['Xây dựng các tuyến đường sắt.', 'lập nhiều đồn điền trồng lúa.', 'đặt ra nhiều loại thuế mới.', 'xây dựng nhiều nhà máy điện.']","Về giao thông vận tải, trong cuộc khai thác thuộc địa lần thứ nhất (1897-1914) ở Việt Nam, thực dân Pháp đã",,1.0,,,Sự kiện / Hoạt động,"[A] Xây dựng các tuyến đường sắt.

Explanation: 
Trong thời kỳ khai thác thuộc địa của Pháp ở Việt Nam từ 1897 đến 1914, một trong những hoạt động quan trọng mà thực",A
history-2023-301-16,C,multiple_choice,12.0,"['lập nhiều đồn điền trồng lúa', 'đặt ra nhiều loại thuế mới', 'xây dựng các tuyến đường sắt', 'xây dựng nhiều nhà máy điện']","Về giao thông vận tải, trong cuộc khai thác thuộc địa lần thứ nhất (1897-1914) ở Việt Nam, thực dân Pháp đã",,1.0,,,Sự kiện / Hoạt động,[C],C
history-2024-303-14,C,multiple_choice,12.0,"['Angiêri.', 'Bi.', 'Mĩ.', 'Ănggôla.']","Về khoa học – kĩ thuật, trong những năm 1991 – 2000, quốc gia nào sau đây chiếm tới 1/3 số lượng bản quyền phát minh sáng chế của toàn thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[C],C
history-2022-302-4,B,multiple_choice,12.0,"['xóa nan mù chữ', 'chiến thắng Ấp Bắc', 'xây dựng nông thôn mới', 'phổ cập tiểu học']","Về quân sự, một trong những thắng lợi của nhân dân miền Nam Việt Nam trong cuộc chiến đấu chống chiến lược Chiến tranh đặc biệt (1961-1965) của Mĩ là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] chiến thắng Ấp Bắc
        
Explanation: 
Chiến thắng Ấp Bắc là một trong những thắng lợi quan trọng của quân đội nhân dân miền Nam Việt Nam trong giai đoạn 1961-1965,",B
history-2022-301-21,A,multiple_choice,12.0,"['Chiến thắng Ấp Bắc.', 'Kí Hiệp định Giơnevơ.', 'Kí Hiệp định Pari.', 'Kí Tạm ước Việt-Pháp.']","Về quân sự, nhân dân miền Nam Việt Nam giành thắng lợi nào sau đây trong cuộc chiến đấu chống chiến lược Chiến tranh đặc biệt (1961-1965) của Mĩ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[A]

[Vì trong thời gian từ 1961 đến 1965, cuộc chiến chống lại chiến lược Chiến tranh đặc biệt của Mỹ đã diễn ra ở miền Nam Việt Nam. Trong quá trình này, quân",A
history-2023-301-24,D,multiple_choice,12.0,"['Đều có sự lãnh đạo của các chính đảng vô sản', 'Nhận sự viện trợ của Liên Xô và các nước Đông Âu', 'Sự phát triển mạnh mẽ của tổ chức Liên minh châu Âu', 'Phát xít Nhật đầu hàng Đồng minh không điều kiện']",Yếu tố khách quan thuận lợi nào sau đây thúc đẩy phong trào giải phóng dân tộc ở các quốc gia Đông Nam Á bùng nổ ngay trong năm 1945?,,1.0,,,Bối cảnh/Nguyên nhân,[D],D
history-2024-303-36,C,multiple_choice,12.0,"['Sự ủng hộ của Liên Xô và nhân dân yêu chuộng hòa bình trên thế giới.', 'Thanh niên yêu nước Việt Nam đều nhận thức đúng về chủ nghĩa Mác – Lênin.', 'Sự bế tắc của các con đường cứu nước cuối thế kỉ XIX - đầu thế kỉ XX.', 'Khuynh hướng phong kiến và dân chủ tư sản không đề cao giải phóng dân tộc.']",Yếu tố nào sau đây đã tác động đến quyết định của Nguyễn Ái Quốc trong việc lựa chọn con đường cứu nước cho dân tộc Việt Nam?,,1.0,,,Bối cảnh/Nguyên nhân,[C],C
history-2024-303-34,D,multiple_choice,12.0,"['Truyền bá lí luận cách mạng, sáng lập tổ chức tiền cộng sản và xây dựng hậu phương kháng chiến.', 'Chuẩn bị và thành lập một đảng thống nhất dựa trên sự phân hóa trong mỗi tổ chức cộng sản.', 'Thay đổi chiến lược cách mạng cho hai miền Nam – Bắc, gắn tư tưởng mới phù hợp với thời đại mới.', 'Đã xây dựng đường ường hướng hướng cách mạng gắn tư tưởng mới của thời đại với truyền thống dân tộc.']",Đóng góp nào sau đây của Nguyễn Ái Quốc trong thời kì 1919 – 1930 được Đảng Cộng sản Đông Dương (từ tháng 2 1951 là Đảng Lao động Việt Nam) vận dụng thành công ở Việt Nam (1930-1975)?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"[D]

Explanation:
Nguyễn Ái Quốc, also known as Ho Chi Minh, made significant contributions during the period of 1919-1930 that were successfully applied in Vietnam from 1930 to 1",D
history-2022-303-27,C,multiple_choice,12.0,"['Thành lập chính quyền Xô viết.', 'Mở chiến dịch Hồ Chí Minh.', 'Tranh thủ sự ủng hộ của quốc tế.', 'Mở chiến dịch Huế-Đà Nẵng']",Đường lối kháng chiến đúng đắn của Đảng Lao động Việt Nam trong những năm 1951-1954 thể hiện ở nội dung nào sau đây?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[C]
Tranh thủ sự ủng hộ của quốc tế.

The correct answer is [C] because during the period of 1951-1954, the correct path of resistance advocated by the Vietnamese Labor Party involved leveraging international support",C
history-2020-303-2,B,multiple_choice,12.0,"['Chỉ tập trung đổi mới về chính trị.', 'Kiên định mục tiêu chủ nghĩa xã hội.', 'Chỉ tập trung đổi mới về văn hóa.', 'Chỉ đổi mới về tổ chức và tư tưởng.']",Đường lối đổi mới của Đảng Cộng sản Việt Nam (từ tháng 12-1986) có nội dung nào sau đây?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[D] Chỉ đổi mới về tổ chức và tư tưởng.

The Đổi Mới policy of the Communist Party of Vietnam, initiated in December 1986, focused on reforms in both organization and ideology rather than just politics or culture. This",D
history-2020-302-10,A,multiple_choice,12.0,"['Đổi mới kinh tế gắn liền với đổi mới chính trị.', 'Chỉ tập trung đổi mới về chính trị.', 'Chỉ tập trung đổi mới về văn hóa.', 'Chỉ đổi mới về tổ chức và tư tưởng.']",Đường lối đổi mới của Đảng Cộng sản Việt Nam (từ tháng 12-1986) có nội dung nào sau đây?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"[A]

Explanation: 

The path of renewal of the Communist Party of Vietnam (from December 1986) had the following content: 

[A] Reforming the economy linked to political reform.

This choice is correct because the path of renewal",A
history-2020-301-10,D,multiple_choice,12.0,"['Chỉ tập trung đổi mới về văn hóa.', 'Chỉ đổi mới về tổ chức và tư tưởng.', 'Chỉ tập trung đổi mới về chính trị.', 'Đổi mới kinh tế là trọng tâm.']",Đường lối đổi mới của Đảng Cộng sản Việt Nam (từ tháng 12-1986) có nội dung nào sau đây?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,[D],D
history-2020-304-10,D,multiple_choice,12.0,"['Chỉ tập trung đổi mới về văn hóa.', 'Chỉ tập trung đổi mới về chính trị.', 'Chỉ đổi mới về tổ chức và tư tưởng.', 'Đổi mới toàn diện và đồng bộ.']",Đường lối đổi mới của Đảng Cộng sản Việt Nam (từ tháng 12-1986) có nội dung nào sau đây?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,[D],D
history-2024-303-12,D,multiple_choice,12.0,"['Chống phát xít, chống chiến tranh.', 'Phát động cuộc kháng chiến chống quân Anh.', 'Tập trung đánh đổ chế độ phong kiến.', 'Phát triển nền kinh tế hàng hóa nhiều thành phần.']",Đường lối đổi mới đất nước của Việt Nam (từ tháng 12 – 1986) có nội dung nào sau đây?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,[D],D
history-2020-302-39,C,multiple_choice,12.0,"['quyết định hoàn thành đồng thời hai nhiệm vụ của cuộc cách mạng dân tộc dân chủ', 'quyết định thành lập khối đoàn kết chiến đầu của ba nước Đông Dương', 'hoàn chỉnh chủ trương giải quyết vấn đề dân tộc trong phạm vi từng nước ở Đông Dương', 'chủ trương hoàn thành cải cách ruộng đất ở vùng tự do ngay trong kháng chiến']","Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương (tháng 2-1951) đánh dấu bước phát triển mới trong quá trình lãnh đạo cách mạng của Đảng, vì đã",,,1.0,,Đánh giá,"[A] quyết định hoàn thành đồng thời hai nhiệm vụ của cuộc cách mạng dân tộc dân chủ

Explanation:
Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương diễn ra vào tháng 2 năm 1951 đã quyết",A
history-2020-304-36,B,multiple_choice,12.0,"['quyết định thành lập khối đoàn kết chiến đấu của nhân dân Đông Dương.', 'khẳng định sứ mệnh của tổ chức chính trị cầm quyền trong kháng chiến.', 'chủ trương hoàn thành cải cách ruộng đất ở vùng tự do ngay trong kháng chiến.', 'quyết định hoàn thành đồng thời hai nhiệm vụ của cuộc cách mạng dân tộc dân chủ.']","Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương (tháng 2-1951) đánh dấu bước phát triển mới trong quá trình lãnh đạo cách mạng của Đảng, vì đã",,,1.0,,Đánh giá,"[D]

The 1951 Second Congress of the Communist Party of Indochina marked a new stage in the party's leadership of the revolution because it decided on two simultaneous tasks of the revolutionary cause: national democratic revolution and unification of the",D
history-2020-303-40,B,multiple_choice,12.0,"['quyết định hoàn thành đồng thời hai nhiệm vụ của cuộc cách mạng dân tộc dân chủ.', 'xác định những nhiệm vụ cơ bản trong tiến trình đi lên chủ nghĩa xã hội.', 'quyết định thành lập khối đoàn kết chiến đấu của nhân dân Đông Dương.', 'chủ trương hoàn thành cải cách ruộng đất ở vùng tự do ngay trong kháng chiến.']","Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương (tháng 2-1951) đánh dấu bước phát triển mới trong quá trình lãnh đạo cách mạng của Đảng, vì đã",,,1.0,,Đánh giá,"[B]

The 1951 Second Congress of the Communist Party of East Vietnam marked a new stage in the party's leadership of the revolutionary movement because it defined the basic tasks in the process of moving towards socialism. This choice aligns with the",B
history-2020-301-35,B,multiple_choice,12.0,"['quyết định thành lập khối đoàn kết chiến đấu của nhân dân Đông Dương.', 'đề ra nhiệm vụ phát triển những cơ sở của chế độ mới để tiến lên chủ nghĩa xã hội.', 'chủ trương hoàn thành cải cách ruộng đất ở vùng tự do ngay trong kháng chiến.', 'quyết định hoàn thành đồng thời hai nhiệm vụ của cuộc cách mạng dân tộc dân chủ.']","Đại hội đại biểu lần thứ II của Đảng Cộng sản Đông Dương (tháng 2-1951) đánh dấu bước phát triển mới trong quá trình lãnh đạo cách mạng của Đảng, vì đã",,,1.0,,Đánh giá,"[D]

The reason is that the Second Congress of the Communist Party of East Vietnam (February 1951) marked a new development in the party's leadership of the revolution because it decided on two simultaneous tasks of the national democratic revolution: completing",D
history-2022-302-9,D,multiple_choice,12.0,"['Đất nước', 'Tuyên ngôn Độc lập', 'Việt Bắc', 'Đường Kách mệnh']","Đầu năm 1927, những bài giảng của Nguyễn Ái Quốc được xuất bản thành tác phẩm nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] Đường Kách mệnh 

Explanation:
Nguyễn Ái Quốc, also known as Mao Zedong, was a Chinese communist revolutionary. In 1927, his lectures were compiled into a book titled ""Road to Salvation""",D
history-2024-301-5,B,multiple_choice,12.0,"['Phát động phong trào Đông du.', 'Thành lập Đảng Cộng sản Việt Nam.', 'Thành lập chi bộ cộng sản ở Liên Xô.', 'Phát động phong trào phá “ấp chiến lược”.']","Đầu năm 1930, Hội nghị hợp nhất các tổ chức cộng sản do Nguyễn Ái Quốc chủ trì có quyết định nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,[B],B
history-2022-301-4,D,multiple_choice,12.0,"['Thượng Lào.', 'Bắc Lào.', 'Trung Lào.', 'Phước Long.']","Đầu năm 1975, quân dân miền Nam Việt Nam giành được thắng lợi trong chiến dịch nào sau đây?",1.0,,,,Sự kiện / Hoạt động,[D] Phước Long.,D
history-2022-302-10,A,multiple_choice,12.0,"['Đông du', 'Nhường cơm sẻ áo', 'Ngày đồng tâm', 'Tăng gia sản xuất']","Đầu thế kỉ XX, Phan Bội Châu tổ chức phong trào nào sau đây để đưa thanh niên Việt Nam sang Nhật Bản học tập?",1.0,,,,Sự kiện / Hoạt động,"[A] Đông du
        
Explanation: Phan Bội Châu tổ chức phong trào ""Đông du"" vào đầu thế kỷ XX để đưa thanh niên Việt Nam sang Nhật Bản học tập. Phong trào này nhằm mục đích giáo",A
history-2024-303-10,B,multiple_choice,12.0,"['Xuất bản tác phẩm Đường Kách mệnh.', 'Mở cuộc vận động Duy tân ở Trung Kì.', 'Thành lập Hội Liên hiệp thuộc địa.', 'Thành lập Đông Dương Cộng sản đảng.']","Đầu thế kỉ XX, Phan Châu Trinh và nhóm sĩ phu tiến bộ ở Quảng Nam có hoạt động yêu nước nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[A] Xuất bản tác phẩm Đường Kách mệnh.

Explanation:
Phan Châu Trinh và nhóm sĩ phu tiến bộ ở Quảng Nam đã hoạt động yêu nước bằng việc xuất bản tác phẩm ""Đường Kách mệnh"". Tác phẩm",A
history-2022-301-5,C,multiple_choice,12.0,"['Thương nhân Ấn Độ.', 'Binh lính.', 'Sĩ phu tiến bộ.', 'Tư sản Anh.']","Đầu thế kỉ XX, lực lượng xã hội nào sau đây cùng với Phan Châu Trinh mở cuộc vận động cải cách ở Việt Nam?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[C]

Sĩ phu tiến bộ.",C
history-2022-301-2,B,multiple_choice,12.0,"['Angiêri.', 'Hàn Quốc.', 'Tây Ban Nha.', 'Xuđăng.']","Đến năm 2000, một trong những ""con rồng"" kinh tế của châu Á là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] Hàn Quốc. 

In the year 2000, one of the economic ""dragons"" of Asia was South Korea. The term ""con rồng"" in Vietnamese translates to ""dragon,"" which is often used metaphorically to",B
history-2020-302-14,A,multiple_choice,12.0,"['siêu cường tài chính số một thế giới.', 'nền kinh tế lớn nhất thế giới.', 'trung tâm kinh tế duy nhất của thế giới.', 'cường quốc quân sự số một thế giới.']","Đến nửa sau những năm 80 của thế kỉ XX, Nhật Bản đã vươn lên thành",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] nền kinh tế lớn nhất thế giới. 

In the latter half of the 1980s, Japan had become the largest economy in the world. This was due to its rapid economic growth and industrialization during that period.",B
history-2023-301-3,D,multiple_choice,12.0,"['Thụy Điển.', 'Mianma.', 'Philíppin.', 'Liên Xô,']","Đến nửa đầu những năm 70 của thế kỉ XX, nước nào sau đây trở thành cường quốc công nghiệp đứng thứ hai thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D]

The correct answer is [D] - Liên Xô. In the mid-1970s, the Soviet Union was the second largest industrial power in the world after the United States. The other options (Sweden, Myanmar, Philippines",D
history-2023-302-11,D,multiple_choice,12.0,"['Đông Phi', 'Bắc Phi', 'Nam Á', 'Tây Âu']","Đến đầu thập kỉ 70 của thế kỉ XX, khu vực nào sau đây trở thành một trong ba trung tâm kinh tế-tài chính lớn của thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D]

Explanation:
Tây Âu trở thành một trong ba trung tâm kinh tế-tài chính lớn của thế giới vào đầu thập kỷ 70 của thế kỷ XX. Ba trung tâm kinh tế-tài chính lớn khác là",D
history-2020-302-1,B,multiple_choice,12.0,"['Cao Bằng', 'Điện Biên Phủ', 'Thất Khê', 'Đông Khê']","Để làm phá sản hoàn toàn kế hoạch Nava của thực dân Pháp, năm 1954 quân dân Việt Nam tập trung lực lượng tấn công vào tập đoàn cứ điểm nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[B]

Explanation: The correct answer is [B] Điện Biên Phủ. This was a significant battle in the First Indochina War (1946-1954) where Vietnamese forces under General Võ Nguyên Giáp",B
history-2020-301-17,B,multiple_choice,12.0,"['Biên giới thu-đông.', 'Điện Biên Phủ.', 'Hồ Chí Minh.', 'Việt Bắc thu-đông.']","Để làm phá sản hoàn toàn kế hoạch Nava của thực dân Pháp, tháng 12-1953 Bộ Chính trị Trung ương Đảng Lao động Việt Nam quyết định mở chiến dịch nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"[D] Việt Bắc thu-đông.

The decision to open the ""Việt Bắc thu-đông"" campaign was made by the Central Committee of the Workers' Party of Vietnam's Political Bureau in December 1953 to completely bankrupt",D
history-2020-301-7,B,multiple_choice,12.0,"['phát triển kinh tế thị trường.', 'bài trừ mê tín dị đoan.', 'điện khí hóa nông nghiệp.', 'điện khí hóa nông thôn.']","Để tăng cường xây dựng hậu phương kháng chiến, trong những năm 1951-1953, Nhân dân Việt Nam thực hiện nhiệm vụ",,1.0,,,Sự kiện / Hoạt động,[D],D
history-2020-304-11,D,multiple_choice,12.0,"['điện khí hóa nông nghiệp.', 'phát triển kinh tế thị trường.', 'điện khí hóa nông thôn.', 'xây dựng đời sống mới.']","Để tăng cường xây dựng hậu phương kháng chiến, trong những năm 1951-1953, Nhân dân Việt Nam thực hiện nhiệm vụ",,1.0,,,Sự kiện / Hoạt động,"[C]

The correct answer is [C]: điện khí hóa nông thôn. This choice refers to the electrification of rural areas, which was one of the tasks aimed at strengthening the rear of the resistance during the period from 1951 to",C
