id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Qwen/Qwen2.5-3B_response,Qwen/Qwen2.5-3B_answer
history-2022-301-32,A,multiple_choice,12.0,"['Đây là lí luận kết hợp giải quyết vấn đề dân tộc và vấn đề giai cấp.', 'Giai cấp công nhân đã thành lực lượng lãnh đạo thống nhất phong trào dân tộc.', 'Đây là lí luận duy nhất đặt mục tiêu đem lại tự do cho con người.', 'Các đảng viên của Đảng Cộng sản Việt Nam có nhu cầu phát triển về lí luận.']","Trong những năm 20 của thế kỉ XX, những người Việt Nam yêu nước tiếp nhận chủ nghĩa Mác-Lênin vì một trong những lí do nào sau đây?",,1.0,,,Bối cảnh/Nguyên nhân,"    [A]  
    Reasoning:  
    - The 1920s saw the spread of Marxism-Leninism in Vietnam, appealing to the need for a unified national movement and the role of the working class.  
   ",A
history-2022-303-13,D,multiple_choice,12.0,"['địa chủ phong kiến.', 'nông dân.', 'đại tư sản.', 'thanh niên, trí thức.']","Trong những năm 20 của thế kỉ XX, phần lớn học viên tham gia các lớp đào tạo cán bộ của Nguyễn Ái Quốc ở Quảng Châu (Trung Quốc) là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - During the 1920s, the majority of students attending the training courses organized by Nguyễn Ái Quốc in Guangzhou (China) were peasants.  
    => Correct answer:",B
history-2020-303-8,B,multiple_choice,12.0,"['Thái Lan.', 'MI.', 'Phần Lan.', 'Thụy Điển.']","Trong những năm 40 của thế kỉ XX, cuộc cách mạng khoa học kĩ thuật hiện đại được khởi đầu từ quốc gia nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - The 1940s saw significant advancements in science and technology, particularly in the field of electronics.  
    - The Finnish Space Agency (FSA) was established in 1",C
history-2022-301-19,D,multiple_choice,12.0,"['Campuchia.', 'Marốc.', 'Môdămbích.', 'Mĩ.']","Trong những năm 70 của thế kỉ XX, quốc gia nào sau đây là một trong ba trung tâm kinh tế-tài chính của thế giới?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - In the 1970s, the United States was one of the three major economic and financial centers of the world.  
    => Correct answer: D",D
history-2024-301-2,D,multiple_choice,12.0,"['Đòi Áo rút quân về nước.', 'Chống phân biệt chủng tộc.', 'Chống biến đổi khí hậu.', 'Xóa nạn mù chữ.']","Trong năm đầu sau Cách mạng tháng Tám (1945), nhân dân Việt Nam tham gia phong trào nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  
    Reasoning:  
    - The first year after the 1945 Revolution, the Vietnamese people participated in the movement to demand the withdrawal of foreign troops from Vietnam.  
    => Correct answer: A",A
history-2024-304-9,A,multiple_choice,12.0,"['Chịu hậu quả nặng nề của chiến tranh.', 'Tất cả trường học đã bị phá hủy.', 'Toàn bộ nhà máy điện hạt nhân bị phá hủy.', 'Tất cả đường giao thông đã bị phá hủy.']","Trong năm đầu sau đại thắng mùa Xuân 1975, miền Bắc Việt Nam gặp phải khó khăn nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  
    Reasoning:  
    - The North suffered significant damage from the war.  
    - All schools were not destroyed.  
    - The nuclear power plant was not destroyed.  
    - All roads were not destroyed.",A
history-2022-302-12,D,multiple_choice,12.0,"['Sài Gòn', 'Hà Nội', 'Đà Nẵng', 'Nghệ An, Hà Tĩnh']","Trong phong trào cách mạng 1930-1931 ở Việt Nam, các xô viết đã ra đời ở địa phương nào sau dây?",,,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - The 1930-1931 period saw the establishment of xô viết (councils) in various regions.  
    - Among the options, the xô",C
history-2022-304-3,B,multiple_choice,12.0,"['Đà Nẵng.', 'Nghệ An.', 'Sài Gòn.', 'Hà Nội.']","Trong phong trào cách mạng 1930-1931 ở Việt Nam, các xô viết đã ra đời ở địa phương nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - The 1930-1931 period saw the establishment of xô viết (councils) in various regions.  
    - Among the options, Nghệ An (",B
history-2020-302-12,A,multiple_choice,12.0,"['biểu tình đưa yêu sách về dân chủ.', 'tiến hành chiến tranh du kích cục bộ.', 'lập căn cứ địa cách mạng trong cả nước.', 'khởi nghĩa vũ trang giành chính quyền.']","Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,    [B],B
history-2020-304-8,C,multiple_choice,12.0,"['lập căn cứ địa cách mạng trong cả nước.', 'khởi nghĩa vũ trang giành chính quyền.', 'biểu tỉnh đưa yêu sách về dân sinh.', 'tiến hành chiến tranh du kích cục bộ.']","Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - The 1936-1939 movement aimed to establish a democratic government and improve living conditions.  
    - It involved protests and demands for better living standards, not a",C
history-2020-301-4,A,multiple_choice,12.0,"['gửi yêu sách về dân sinh, dân chủ.', 'tiến hành chiến tranh du kích cục bộ.', 'lập căn cứ địa cách mạng trong cả nước.', 'khởi nghĩa vũ trang giành chính quyền.']","Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,    [B],B
history-2020-303-9,A,multiple_choice,12.0,"['mít tinh kỉ niệm ngày Quốc tế Lao động.', 'lập căn cứ địa cách mạng trong cả nước.', 'tiến hành chiến tranh du kích cục bộ.', 'khởi nghĩa vũ trang giành chính quyền.']","Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - The 1936-1939 period saw the emergence of the Democratic Movement in Vietnam.  
    - This movement was characterized by guerrilla warfare and local uprisings",C
history-2021-302-2,A,multiple_choice,12.0,"['mít tinh, biểu tình đòi quyền sống.', 'thành lập bộ đội chủ lực.', 'phát triển dân quân du kích.', 'xây dựng bộ đội địa phương.']","Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - The 1936-1939 period saw the development of guerrilla units (dân quân du kích) as part of the anti-imperialist struggle.  
   ",C
history-2021-301-20,B,multiple_choice,12.0,"['phát triển dân quân du kích', 'đấu tranh đòi các quyền dân chủ', 'thành lập bộ đội chủ lực', 'xây dựng bộ đội địa phương']","Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - The 1936-1939 democratic movement aimed to secure civil liberties and political rights.  
    => Correct answer: B",B
history-2021-304-21,B,multiple_choice,12.0,"['xây dựng bộ đội địa phương.', 'đấu tranh đòi các quyền dân sinh.', 'thành lập bộ đội chủ lực.', 'phát triển dân quân du kích.']","Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - The 1936-1939 democratic movement aimed to address the people's rights and demands.  
    => Correct answer: B",B
history-2021-303-1,B,multiple_choice,12.0,"['xây dựng bộ đội địa phương.', 'đấu tranh đòi các quyền tự do.', 'phát triển dân quân du kích.', 'thành lập bộ đội chủ lực.']","Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - The 1936-1939 democratic movement aimed to secure civil liberties and political rights.  
    => Correct answer: B",B
history-2021-302-32,C,multiple_choice,12.0,"['Châm ngòi cho cuộc cách mạng dân chủ tư sản bùng nổ.', 'Lãnh đạo cuộc khởi nghĩa vũ trang để khôi phục nền cộng hòa.', 'Đi tiên phong trong quá trình tiếp thu những tư tưởng mới.', 'Vận động quần chúng tham gia mặt trận dân tộc dân chủ.']","Trong phong trào dân tộc những năm 20 của thế kỉ XX, lực lượng tiểu tư sản tri thức Việt Nam có vai trò nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - In the 20s of the 20th century, the petty bourgeoisie intellectuals played a pioneering role in the national movement.  
    - They were the first to adopt new ideas",C
history-2021-303-35,A,multiple_choice,12.0,"['Là lực lượng nòng cốt của các tổ chức yêu nước, cách mạng.', 'Châm ngòi cho cuộc cách mạng dân chủ tư sản bùng nổ.', 'Vận động quần chúng tham gia mặt trận dân tộc dân chủ.', 'Lãnh đạo cuộc khởi nghĩa vũ trang để khôi phục nền cộng hòa.']","Trong phong trào dân tộc những năm 20 của thế kỉ XX, lực lượng tiểu tư sản trí thức Việt Nam có vai trò nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - In the 20s of the 20th century, the petty bourgeoisie intellectual class played a significant role in mobilizing the masses for the national liberation movement.  
    - They",C
history-2020-303-5,C,multiple_choice,12.0,"['xây dựng nông thôn mới.', 'xây dựng kinh tế nhà nước.', 'tham gia các hội Cứu quốc.', 'xây dựng kinh tế tập thể.']","Trong phong trào giải phóng dân tộc 1939-1945, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - The 1939-1945 period saw the establishment of the Viet Minh, a united front against Japanese occupation.  
    - The Viet Minh's activities included organizing resistance",C
history-2020-302-15,D,multiple_choice,12.0,"['xây dựng nông thôn mới.', 'xây dựng kinh tế tập thể.', 'xây dựng kinh tế nhà nước.', 'tiến hành tổng khởi nghĩa.']","Trong phong trào giải phóng dân tộc 1939-1945, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,    [D],D
history-2020-304-7,B,multiple_choice,12.0,"['xây dựng kinh tế nhà nước.', 'xây dựng Mặt trận Việt Minh.', 'xây dựng nông thôn mới.', 'xây dựng kinh tế tế tập thể.']","Trong phong trào giải phóng dân tộc 1939-1945, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - The 1939-1945 period saw the rise of the Việt Minh, a united front against Japanese occupation and colonial rule.  
    => Correct answer: B",B
history-2020-301-11,D,multiple_choice,12.0,"['xây dựng kinh tế tập thể.', 'xây dựng nông thôn mới.', 'xây dựng kinh tế nhà nước.', 'xây dựng căn cứ địa cách mạng.']","Trong phong trào giải phóng dân tộc 1939-1945, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"    [D]  
    Reasoning:  
    - The 1939-1945 period saw the establishment of revolutionary bases and the development of rural economies.  
    => Correct answer: D",D
history-2021-301-32,D,multiple_choice,12.0,"['Vận động quần chúng tham gia mặt trận dân tộc dân chủ.', 'Châm ngòi cho cuộc cách mạng dân chủ tư sản bùng nổ.', 'Lãnh đạo cuộc khởi nghĩa vũ trang để khôi phục nền cộng hòa.', 'Góp phần xác lập khuynh hướng mới trong phong trào dân tộc.']","Trong phong trào yêu nước những năm 20 của thế kỉ XX, lực lượng tiểu tư sản trí thức Việt Nam có vai trò nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  
    Reasoning:  
    - In the 20s of the 20th century, the intellectual bourgeoisie played a role in mobilizing the masses for the national democratic front.  
    => Correct answer: A",A
history-2021-304-38,B,multiple_choice,12.0,"['Lãnh đạo cuộc khởi nghĩa vũ trang để khôi phục nền cộng hòa.', 'Định hướng một số hoạt động trong phong trào dân tộc, dân chủ.', 'Vận động quần chúng tham gia mặt trận dân tộc dân chủ.', 'Châm ngòi cho cuộc cách mạng dân chủ tư sản bùng nổ.']","Trong phong trào yêu nước những năm 20 của thế kỉ XX, lực lượng tiểu tư sản trí thức Việt Nam có vai trò nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - In the 20s of the 20th century, the intellectual bourgeoisie played a role in guiding some activities in the patriotic movement.  
    => Correct answer: B",B
history-2023-302-22,B,multiple_choice,12.0,"['thành lập Đông Dương Cộng sản đảng', 'mở cuộc vận động Duy tân ở Trung Ki', 'thành lập Đông Dương Cộng sản liên đoàn', 'tăng cường thực hiện chủ trương vô sản hóa']","Trong phong trào yêu nước và cách mạng ở Việt Nam đầu thế kỉ XX, Phan Châu Trinh đã",1.0,,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - Phan Châu Trinh was a prominent figure in the early 20th-century anti-imperialist movement in Vietnam.  
    - He played a significant role in the Duy Tân",B
history-2023-303-3,D,multiple_choice,12.0,"['Ấn Độ.', 'Ai Cập.', 'Đức.', 'Pháp.']","Trong quá trình thi hành Hiệp định Giơnevơ năm 1954 về Đông Dương, quân đội nước nào sau đây phải rút khỏi miền Bắc Việt Nam?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - The 1954 Geneva Accords divided Vietnam into two zones, North and South, with a temporary ceasefire.  
    - France was one of the signatories to the agreement and",D
history-2023-301-20,A,multiple_choice,12.0,"['tiến hành dồn dân lập ấp chiến lược', 'kí với Pháp Hiệp ước Patơnốt', 'kí với Pháp Hiệp ước Hácmăng', 'thực hiện chính sách Kinh tế chỉ huy']","Trong quá trình triển khai chiến lược Chiến tranh đặc biệt (1961-1965) ở miền Nam Việt Nam, đế quốc Mĩ đã",,1.0,,,Sự kiện / Hoạt động,"    [A]  
    Reasoning:  
    - The Strategic Hamlet Program (1961-1965) was a U.S. military strategy in South Vietnam.  
    - It aimed to isolate and destroy Viet Cong",A
history-2023-304-13,A,multiple_choice,12.0,"['Mĩ.', 'Campuchia.', 'Urugoay.', 'Libi.']","Trong thập kỉ 90 của thế kỉ XX, quốc gia nào sau đây đề ra và thực hiện chiến lược “Cam kết và mở rộng”?",1.0,,,,Sự kiện / Hoạt động,"    [A]  
    Reasoning:  
    - The 1990s saw the rise of neoliberalism, with countries like the United States (Mỹ) implementing policies emphasizing free markets and deregulation.  
    - The United",A
history-2024-304-21,B,multiple_choice,12.0,"['đế quốc Tây Ban Nha.', 'quân phiệt Nhật Bản.', 'thực dân Hà Lan.', 'thực dân Bồ Đào Nha.']","Trong thời gian 1940 – 1945, nhân dân Việt Nam trực tiếp chống lại",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - The question asks about the period from 1940 to 1945, which was during World War II.  
    - During this time, Japan occupied Vietnam, and",B
history-2022-302-21,A,multiple_choice,12.0,"['Người cùng khổ.', 'Văn học-Nghệ thuật.', 'Văn hóa.', 'Văn nghệ.']","Trong thời gian hoạt động ở Pháp (1917-1923), Nguyễn Ái Quốc làm chủ nhiệm kiêm chủ bút tờ báo nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  
    Reasoning:  
    - Nguyễn Ái Quốc was a prominent figure in the French Communist Party.  
    - He served as the editor-in-chief and editor of the newspaper ""Le Peuple"" (The People)",A
history-2022-304-18,B,multiple_choice,12.0,"['Văn học-Nghệ thuật.', 'Người cùng khổ.', 'Văn nghệ.', 'Văn hóa.']","Trong thời gian hoạt động ở Pháp (1917-1923), Nguyễn Ái Quốc làm tờ báo nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - Nguyễn Ái Quốc was active in France from 1917 to 1923.  
    - During this period, he worked for the newspaper ""Người cùng khổ",B
history-2020-304-35,D,multiple_choice,12.0,"['Khởi đầu tạo dựng các mối quan hệ với cách mạng thế giới.', 'Trực tiếp tạo ra sự phân hóa trong các tổ chức tiền cộng sản.', 'Bắt đầu xây dựng lí luận cách mạng giải phóng dân tộc.', 'Gây dựng và phát triển tổ chức cách mạng phù hợp.']","Trong thời gian ở Quảng Châu (Trung Quốc) từ năm 1924 đến năm 1927, Nguyễn Ái Quốc có hoạt động nào sau đây nhằm chuẩn bị cho bước chuyển biến về chất của phong trào giải phóng dân tộc Việt Nam?",,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - In 1924-1927, Nguyễn Ái Quốc was in Guangzhou, China.  
    - He started to build revolutionary theory for national liberation.  
   ",C
history-2020-301-40,D,multiple_choice,12.0,"['Trực tiếp tạo ra sự phân hóa trong các tổ chức tiền cộng sản.', 'Bắt đầu xây dựng lí luận cách mạng giải phóng dân tộc.', 'Khởi đầu tạo dựng các mối quan hệ với cách mạng thế giới.', 'Gây dựng và phát triển đội ngũ cán bộ nòng cốt.']","Trong thời gian ở Quảng Châu (Trung Quốc) từ năm 1924 đến năm 1927, Nguyễn Ái Quốc có hoạt động nào sau đây nhằm chuẩn bị cho bước chuyển biến về chất của phong trào giải phóng dân tộc Việt Nam?",,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - In 1924-1927, Nguyễn Ái Quốc was in Guangzhou, China.  
    - He established connections with the international communist movement, which was a",C
history-2020-302-40,C,multiple_choice,12.0,"['Trực tiếp tạo ra sự phân hóa trong các tổ chức tiền cộng sản.', 'Khởi đầu tạo dựng các mối quan hệ với cách mạng thế giới.', 'Trang bị lí luận cách mạng cho đội ngũ cán bộ nòng cốt.', 'Bắt đầu xây dựng lí luận cách mạng giải phóng dân tộc.']","Trong thời gian ở Quảng Châu (Trung Quốc) từ năm 1924 đến năm 1927, Nguyễn Ái Quốc có hoạt động nào sau đây nhằm chuẩn bị cho bước chuyển biến về chất của phong trào giải phóng dân tộc Việt Nam?",,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - During his time in Guangzhou (China) from 1924 to 1927, Nguyễn Ái Quốc focused on preparing the qualitative shift in the liberation movement.  
",C
history-2020-303-35,C,multiple_choice,12.0,"['Khởi đầu tạo dựng các mối quan hệ với cách mạng thế giới.', 'Trực tiếp tạo ra sự phân hóa trong các tổ chức tiền cộng sản.', 'Trực tiếp truyền bá lí luận cách mạng giải phóng dân tộc.', 'Bắt đầu xây dựng lí luận cách mạng theo khuynh hướng vô sản.']","Trong thời gian ở Quảng Châu (Trung Quốc) từ năm 1924 đến năm 1927, Nguyễn Ái Quốc có hoạt động nào sau đây nhằm chuẩn bị cho bước chuyển biến về chất của phong trào giải phóng dân tộc Việt Nam?",,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - In 1924-1927, Nguyễn Ái Quốc was in Guangzhou, China.  
    - He spread Marxist-Leninist ideology and trained youth with",C
history-2020-302-24,C,multiple_choice,12.0,"['ra Lời kêu gọi toàn quốc kháng chiến.', 'thành lập Nha Bình dân học vụ.', 'chuẩn bị cho sự ra đời của Đảng Cộng sản Việt Nam.', 'thành lập Mặt trận Tổ quốc Việt Nam.']","Trong thời kì 1919-1930, Nguyễn Ái Quốc đã",,1.0,,,Sự kiện / Hoạt động,"    [C]  
    Reasoning:  
    - In the 1919-1930 period, Nguyễn Ái Quốc was preparing for the birth of the Communist Party of Vietnam.  
    => Correct answer: C",C
history-2020-301-25,B,multiple_choice,12.0,"['thành lập Nha Bình dân học vụ.', 'soạn thảo Cương lĩnh chính trị đầu tiên của Đảng Cộng sản Việt Nam.', 'ra Lời kêu gọi toàn quốc kháng chiến chống thực dân Pháp xâm lược.', 'thành lập Mặt trận Tổ quốc Việt Nam.']","Trong thời kì 1919-1930, Nguyễn Ái Quốc đã",,1.0,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - In the 1919-1930 period, Nguyễn Ái Quốc was active in spreading Marxism-Leninism and training youth with revolutionary theory for national liberation.  
",B
history-2020-303-29,B,multiple_choice,12.0,"['thành lập Nha Bình dân học vụ.', 'sáng lập Đảng Cộng sản Việt Nam.', 'ra Lời kêu gọi toàn quốc kháng chiến.', 'thành lập Mặt trận Tổ quốc Việt Nam.']","Trong thời kì 1919-1930, Nguyễn Ái Quốc đã",,1.0,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - In the 1919-1930 period, Nguyễn Ái Quốc was active in spreading Marxism-Leninism and organizing the working class.  
    - He founded",B
history-2020-304-28,B,multiple_choice,12.0,"['ra Lời kêu gọi toàn quốc kháng chiến.', 'xác định được con đường cứu nước đúng đắn.', 'thành lập Mặt trận Tổ quốc Việt Nam.', 'thành lập Nha Bình dân học vụ.']","Trong thời kì 1919-1930, Nguyễn Ái Quốc đã",,1.0,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - In the 1919-1930 period, Nguyễn Ái Quốc was a key figure in the early stages of the Communist Party of Vietnam.  
    - He played",B
history-2021-301-23,D,multiple_choice,12.0,"['phát triển vượt trội so với kinh tế Pháp', 'phát triển cân đối giữa các vùng, miền', 'có tốc độ phát triển nhanh nhất thế giới', 'bị cột chặt vào nền kinh tế nước Pháp']","Trong thời kì 1919-1930, kinh tế Việt Nam",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,    [D],D
history-2021-302-26,D,multiple_choice,12.0,"['phát triển cân đối giữa các vùng, miền', 'phát triển vượt trội so với kinh tế Pháp', 'có tốc độ phát triển cao nhất thế giới', 'bị lệ thuộc vào kinh tế của nước Pháp']","Trong thời kì 1919-1930, kinh tế Việt Nam",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,    [D],D
history-2021-304-24,B,multiple_choice,12.0,"['có tốc độ phát triển nhanh nhất thế giới.', 'phổ biến trong tình trạng lạc hậu.', 'phát triển cân đối giữa các vùng, miền.', 'phát triển vượt trội so với kinh tế Pháp.']","Trong thời kì 1919-1930, kinh tế Việt Nam",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - During the 1919-1930 period, Vietnam's economy was characterized by stagnation and backwardness.  
    - The economy was not well-developed, and",B
history-2021-303-30,B,multiple_choice,12.0,"['phát triển vượt trội so với kinh tế Pháp.', 'phổ biến trong tình trạng nghèo nàn.', 'phát triển cân đối giữa các vùng, miền.', 'có tốc độ phát triển nhanh nhất thế giới.']","Trong thời kì 1919-1930, kinh tế Việt Nam",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - During the 1919-1930 period, Vietnam's economy was characterized by widespread poverty.  
    => Correct answer: B",B
history-2023-301-7,A,multiple_choice,12.0,"['Chiến thắng Việt Bắc thu-đông.', 'Trận Cầu Giấy lần thứ nhất.', 'Chiến thắng Đường 14-Phước Long', 'Trận Cầu Giấy lần thứ hai.']","Trong thời kì 1946-1954, thắng lợi nào sau đây của quân dân Việt Nam đã làm phá sản hoàn toàn kế hoạch “đánh nhanh, thắng nhanh"" của thực dân Pháp?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - The Battle of Cầu Giấy in 1947 was a significant victory for the Việt Minh, which thwarted the French plan to quickly defeat them.  
    => Correct answer:",B
history-2024-304-3,B,multiple_choice,12.0,"['Châu Đại Dương.', 'Châu Âu.', 'Châu Nam Cực.', 'Châu Phi.']","Trong xu thế hòa hoãn Đông – Tây, Mĩ và Canađa cùng với 33 quốc gia thuộc châu lục nào sau đây tham gia kí kết Định ước Henxinki (1975)?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  
    Reasoning:  
    - The 1975 Helsinki Accords were signed by the United States, Canada, and 33 other countries from the European continent.  
    => Correct answer: A",A
history-2022-301-8,B,multiple_choice,12.0,"['nông dân.', 'thanh niên, trí thức.', 'địa chủ phong kiến.', 'đại tư sản.']","Trong, những năm 20 của thế kỉ XX, phần lớn học viên tham gia các lớp đào tạo cán bộ của Nguyễn Ái Quốc ở Quảng Châu (Trung Quốc) là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - During the 1920s, the majority of students attending the training classes organized by Nguyễn Ái Quốc in Guangzhou (China) were young intellectuals.  
    => Correct answer",B
history-2020-303-36,D,multiple_choice,12.0,"['Hình thành gắn với kết cục của chiến tranh thế giới.', 'Được thiết lập tử quyết định của các cường quốc.', 'Bị chi phối bởi quyền lợi của các cường quốc.', 'Có hai hệ thống xã hội đối lập về chính trị.']",Trật tự hai cực Ianta có điểm khác biệt nào sau đây so với trật tự thế giới theo hệ thống Vécxai-Oasinhton?,,,1.0,,"So sánh, đối chiếu","    [C]  
    Reasoning:  
    - The two-civilization system was established after the Cold War, not as a result of a war.  
    - It was not created by the decisions of major powers.  
    -",C
history-2020-301-34,D,multiple_choice,12.0,"['Bị chi phối bởi quyền lợi của các cường quốc.', 'Được thiết lập từ quyết định của các cường quốc.', 'Hình thành gắn với kết cục của chiến tranh thế giới.', 'Có hai hệ thống xã hội đối lập về kinh tế.']",Trật tự hai cực Ianta có điểm khác biệt nào sau đây so với trật tự thế giới theo hệ thống Vécxai-Oasinhton?,,,1.0,,"So sánh, đối chiếu","    [C]  
    Reasoning:  
    - The two-civilization system was established by the decisions of the superpowers.  
    - It was formed based on the outcome of World War II.  
    => Correct answer: C",C
history-2020-302-34,C,multiple_choice,12.0,"['Hình thành gần với kết cục của chiến tranh thế giới.', 'Bị chỉ phối bởi quyền lợi của các cường quốc.', 'Có hai hệ thống xã hội đối lập về hệ tư tưởng.', 'Được thiết lập từ quyết định của các cường quốc.']",Trật tự hai cực Ianta có điểm khác biệt nào sau đây so với trật tự thế giới theo hệ thống Vécxai-Oasinhton?,,,1.0,,"So sánh, đối chiếu","    [C]  
    Reasoning:  
    - The two-civilization system was established after World War II, not before.  
    - It was not influenced by the interests of major powers.  
    - It was not based on",C
history-2020-304-34,D,multiple_choice,12.0,"['Bị chi phối bởi quyền lợi của các cường quốc,', 'Hình thành gắn với kết cục của chiến tranh thế giới.', 'Được thiết lập từ quyết định của các cường quốc.', 'Có hai hệ thống xã hội đối lập về quân sự.']",Trật tự hai cực Ianta có điểm khác biệt nào sau đây so với trật tự thế giới theo hệ thống Vécxai-Oasinhtơn?,,,1.0,,"So sánh, đối chiếu","    [C]  
    Reasoning:  
    - The two-civilization system was established by the decisions of the major powers.  
    => Correct answer: C",C
history-2021-304-37,C,multiple_choice,12.0,"['Thành lập chính quyền cách mạng của nhân dân, do nhân dân bầu ra.', 'Xóa bỏ quyền chiếm hữu ruộng đất của giai cấp địa chủ phong kiến.', 'Thực hiện chính sách bảo đảm quyền lợi về chính trị cho nhân dân.', 'Xóa bỏ các giai cấp bóc lột, đưa công nông lên nằm chính quyền.']",Tính chất dân chủ của các xô viết ở Nghệ An và Hà Tĩnh (1930-1931) biểu hiện qua một trong những hoạt động nào sau đây?,,1.0,,,Đánh giá,"    [A]  
    Reasoning:  
    - The xô viết in Nghệ An and Hà Tĩnh (1930-1931) were democratic institutions established by the masses.  
    - They aimed to create a",A
history-2020-304-16,D,multiple_choice,12.0,"['thành lập Mặt trận Việt Minh', 'cải cách ruộng đất trong cả nước', 'tiến hành đổi mới đất nước', 'Quốc ca là bài Tiến quân ca']","Tại Hà Nội năm 1976, Quốc hội khóa VI nước Việt Nam thống nhất họp kì đầu tiên đã quyết định",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - The 1976 National Assembly of Vietnam (Việt Nam thống nhất) convened its first session in Hanoi.  
    - At this session, the National Assembly decided to adopt",D
history-2020-303-1,A,multiple_choice,12.0,"['Quốc kì là cờ đỏ sao vàng.', 'tiến hành đổi mới đất nước.', 'thành lập Mặt trận Việt Minh.', 'cải cách ruộng đất trong cả nước.']","Tại Hà Nội năm 1976, Quốc hội khóa VI nước Việt Nam thống nhất họp kì đầu tiên đã quyết định",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  
    Reasoning:  
    - The 1976 National Assembly of the unified Vietnam held its first session in Hanoi.  
    - It adopted the red and yellow flag as the national flag.  
    =>",A
