id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,vilm/vinallama-7b-chat_response,vilm/vinallama-7b-chat_answer
history-2024-304-9,A,multiple_choice,12.0,"['Chịu hậu quả nặng nề của chiến tranh.', 'Tất cả trường học đã bị phá hủy.', 'Toàn bộ nhà máy điện hạt nhân bị phá hủy.', 'Tất cả đường giao thông đã bị phá hủy.']","Trong năm đầu sau đại thắng mùa Xuân 1975, miền Bắc Việt Nam gặp phải khó khăn nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
[A]

Lập luận:
Sau đại thắng mùa Xuân 1975, miền Bắc Việt Nam đối mặt với hậu quả của chiến tranh. Nhiều tòa nhà, cơ sở hạ tầng và cơ sở vật chất đã bị phá hủy hoặc hư hỏng",A
history-2022-302-12,D,multiple_choice,12.0,"['Sài Gòn', 'Hà Nội', 'Đà Nẵng', 'Nghệ An, Hà Tĩnh']","Trong phong trào cách mạng 1930-1931 ở Việt Nam, các xô viết đã ra đời ở địa phương nào sau dây?",,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
Phong trào cách mạng 1930-1931 ở Việt Nam chủ yếu diễn ra ở các tỉnh phía Bắc. Nghệ An và Hà Tĩnh là hai địa điểm nổi bật của phong trào cách mạng. Đà Nẵng",D
history-2022-304-3,B,multiple_choice,12.0,"['Đà Nẵng.', 'Nghệ An.', 'Sài Gòn.', 'Hà Nội.']","Trong phong trào cách mạng 1930-1931 ở Việt Nam, các xô viết đã ra đời ở địa phương nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
- Phong trào cách mạng 1930-1931 chủ yếu diễn ra ở Bắc Kì và Bắc Trung Kì.
- Hà Nội là thủ đô của Việt Nam và một trung tâm quan trọng của phong trào",D
history-2020-302-12,A,multiple_choice,12.0,"['biểu tình đưa yêu sách về dân chủ.', 'tiến hành chiến tranh du kích cục bộ.', 'lập căn cứ địa cách mạng trong cả nước.', 'khởi nghĩa vũ trang giành chính quyền.']","Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã thành lập căn cứ địa cách mạng trong cả nước. Phong trào này nhằm mục tiêu thiết lập dân chủ và chống lại",C
history-2020-304-8,C,multiple_choice,12.0,"['lập căn cứ địa cách mạng trong cả nước.', 'khởi nghĩa vũ trang giành chính quyền.', 'biểu tỉnh đưa yêu sách về dân sinh.', 'tiến hành chiến tranh du kích cục bộ.']","Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
Phong trào dân chủ 1936-1939 là một nỗ lực của Việt Nam để giành độc lập từ sự cai trị của Pháp. Phong trào chủ yếu liên quan đến các hoạt động quân sự và",B
history-2020-301-4,A,multiple_choice,12.0,"['gửi yêu sách về dân sinh, dân chủ.', 'tiến hành chiến tranh du kích cục bộ.', 'lập căn cứ địa cách mạng trong cả nước.', 'khởi nghĩa vũ trang giành chính quyền.']","Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã thành lập căn cứ địa cách mạng trong cả nước. Điều này cho phép họ tổ chức kháng chiến chống lại sự cai",C
history-2020-303-9,A,multiple_choice,12.0,"['mít tinh kỉ niệm ngày Quốc tế Lao động.', 'lập căn cứ địa cách mạng trong cả nước.', 'tiến hành chiến tranh du kích cục bộ.', 'khởi nghĩa vũ trang giành chính quyền.']","Trong phong trào dân chủ 1936-1939, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
Trong phong trào dân chủ 1936-1939, lực lượng cách mạng Việt Nam, do Đảng Cộng sản Việt Nam lãnh đạo, đã thiết lập căn cứ địa cách mạng trên khắp nước",B
history-2021-302-2,A,multiple_choice,12.0,"['mít tinh, biểu tình đòi quyền sống.', 'thành lập bộ đội chủ lực.', 'phát triển dân quân du kích.', 'xây dựng bộ đội địa phương.']","Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã chủ yếu tập trung vào tự vệ và kháng chiến chống lại sự đàn áp của thực dân Pháp. Dân quân du kích",C
history-2021-301-20,B,multiple_choice,12.0,"['phát triển dân quân du kích', 'đấu tranh đòi các quyền dân chủ', 'thành lập bộ đội chủ lực', 'xây dựng bộ đội địa phương']","Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
Phong trào dân chủ 1936-1939 là một phong trào kháng chiến chống lại sự cai trị của Pháp ở Việt Nam. Phong trào này chủ yếu tập trung vào việc đòi các quyền dân chủ",B
history-2021-304-21,B,multiple_choice,12.0,"['xây dựng bộ đội địa phương.', 'đấu tranh đòi các quyền dân sinh.', 'thành lập bộ đội chủ lực.', 'phát triển dân quân du kích.']","Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
Phong trào dân chủ 1936-1939 là một phong trào kháng chiến chống lại sự chiếm đóng của Nhật Bản ở Việt Nam. Phong trào chủ yếu tập trung vào đấu tranh đòi các quyền dân",B
history-2021-303-1,B,multiple_choice,12.0,"['xây dựng bộ đội địa phương.', 'đấu tranh đòi các quyền tự do.', 'phát triển dân quân du kích.', 'thành lập bộ đội chủ lực.']","Trong phong trào dân chủ 1936-1939, nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
Phong trào dân chủ 1936-1939 là một phong trào kháng chiến chống lại sự cai trị của Pháp ở Việt Nam. Phong trào chủ yếu tập trung vào đấu tranh đòi các quyền tự do",B
history-2021-302-32,C,multiple_choice,12.0,"['Châm ngòi cho cuộc cách mạng dân chủ tư sản bùng nổ.', 'Lãnh đạo cuộc khởi nghĩa vũ trang để khôi phục nền cộng hòa.', 'Đi tiên phong trong quá trình tiếp thu những tư tưởng mới.', 'Vận động quần chúng tham gia mặt trận dân tộc dân chủ.']","Trong phong trào dân tộc những năm 20 của thế kỉ XX, lực lượng tiểu tư sản tri thức Việt Nam có vai trò nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
Trong những năm 20 của thế kỉ XX, phong trào dân tộc ở Việt Nam được đặc trưng bởi sự lan truyền nhanh chóng của các ý tưởng và tư tưởng mới, như chủ nghĩa Mác –",C
history-2021-303-35,A,multiple_choice,12.0,"['Là lực lượng nòng cốt của các tổ chức yêu nước, cách mạng.', 'Châm ngòi cho cuộc cách mạng dân chủ tư sản bùng nổ.', 'Vận động quần chúng tham gia mặt trận dân tộc dân chủ.', 'Lãnh đạo cuộc khởi nghĩa vũ trang để khôi phục nền cộng hòa.']","Trong phong trào dân tộc những năm 20 của thế kỉ XX, lực lượng tiểu tư sản trí thức Việt Nam có vai trò nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
Trong những năm 20 của thế kỉ XX, phong trào dân tộc chủ yếu tập trung vào việc vận động quần chúng tham gia mặt trận dân tộc dân chủ. Lực lượng tiểu tư sản trí thức",C
history-2020-303-5,C,multiple_choice,12.0,"['xây dựng nông thôn mới.', 'xây dựng kinh tế nhà nước.', 'tham gia các hội Cứu quốc.', 'xây dựng kinh tế tập thể.']","Trong phong trào giải phóng dân tộc 1939-1945, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
Trong phong trào giải phóng dân tộc 1939-1945, Nhân dân Việt Nam chủ yếu tham gia các hội Cứu quốc để hỗ trợ nỗ lực chiến tranh. Các hội Cứu quốc đóng vai trò quan",C
history-2020-302-15,D,multiple_choice,12.0,"['xây dựng nông thôn mới.', 'xây dựng kinh tế tập thể.', 'xây dựng kinh tế nhà nước.', 'tiến hành tổng khởi nghĩa.']","Trong phong trào giải phóng dân tộc 1939-1945, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[D]

Lập luận:
Trong phong trào giải phóng dân tộc 1939-1945, mục tiêu chính của Việt Minh là giải phóng Việt Nam khỏi sự cai trị của Pháp và Nhật. Phong trào đã bao gồm một loạt các",D
history-2020-304-7,B,multiple_choice,12.0,"['xây dựng kinh tế nhà nước.', 'xây dựng Mặt trận Việt Minh.', 'xây dựng nông thôn mới.', 'xây dựng kinh tế tế tập thể.']","Trong phong trào giải phóng dân tộc 1939-1945, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
Trong phong trào giải phóng dân tộc 1939-1945, trọng tâm chính của Nhân dân Việt Nam là xây dựng Mặt trận Việt Minh, cơ quan của Đảng Cộng sản Việt Nam, để lãnh đạo",B
history-2020-301-11,D,multiple_choice,12.0,"['xây dựng kinh tế tập thể.', 'xây dựng nông thôn mới.', 'xây dựng kinh tế nhà nước.', 'xây dựng căn cứ địa cách mạng.']","Trong phong trào giải phóng dân tộc 1939-1945, Nhân dân Việt Nam đã",,1.0,,,Sự kiện / Hoạt động,"
[D]

Lập luận:
Trong phong trào giải phóng dân tộc 1939-1945, trọng tâm chính của Nhân dân Việt Nam là xây dựng căn cứ địa cách mạng và lực lượng kháng chiến. Điều này cho phép họ chống",D
history-2021-301-32,D,multiple_choice,12.0,"['Vận động quần chúng tham gia mặt trận dân tộc dân chủ.', 'Châm ngòi cho cuộc cách mạng dân chủ tư sản bùng nổ.', 'Lãnh đạo cuộc khởi nghĩa vũ trang để khôi phục nền cộng hòa.', 'Góp phần xác lập khuynh hướng mới trong phong trào dân tộc.']","Trong phong trào yêu nước những năm 20 của thế kỉ XX, lực lượng tiểu tư sản trí thức Việt Nam có vai trò nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Trong những năm 20 của thế kỉ XX, phong trào yêu nước ở Việt Nam chủ yếu liên quan đến phong trào dân chủ. Các lực lượng tiểu tư sản trí thức, bao gồm các nhà",B
history-2021-304-38,B,multiple_choice,12.0,"['Lãnh đạo cuộc khởi nghĩa vũ trang để khôi phục nền cộng hòa.', 'Định hướng một số hoạt động trong phong trào dân tộc, dân chủ.', 'Vận động quần chúng tham gia mặt trận dân tộc dân chủ.', 'Châm ngòi cho cuộc cách mạng dân chủ tư sản bùng nổ.']","Trong phong trào yêu nước những năm 20 của thế kỉ XX, lực lượng tiểu tư sản trí thức Việt Nam có vai trò nào sau đây?",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Trong những năm 20 của thế kỉ XX, phong trào yêu nước chủ yếu tập trung vào các hoạt động dân chủ và chính trị. Lực lượng tiểu tư sản trí thức Việt Nam đã đóng vai",B
history-2023-302-22,B,multiple_choice,12.0,"['thành lập Đông Dương Cộng sản đảng', 'mở cuộc vận động Duy tân ở Trung Ki', 'thành lập Đông Dương Cộng sản liên đoàn', 'tăng cường thực hiện chủ trương vô sản hóa']","Trong phong trào yêu nước và cách mạng ở Việt Nam đầu thế kỉ XX, Phan Châu Trinh đã",1.0,,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
- Phan Châu Trinh là một nhân vật nổi bật trong phong trào yêu nước và cách mạng ở Việt Nam đầu thế kỉ XX.
- Ông là người sáng lập Đông Dương Cộng sản liên đoàn",C
history-2023-303-3,D,multiple_choice,12.0,"['Ấn Độ.', 'Ai Cập.', 'Đức.', 'Pháp.']","Trong quá trình thi hành Hiệp định Giơnevơ năm 1954 về Đông Dương, quân đội nước nào sau đây phải rút khỏi miền Bắc Việt Nam?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
Hiệp định Giơnevơ năm 1954 quy định rút quân Pháp khỏi Đông Dương, bao gồm cả miền Bắc Việt Nam. Pháp là một trong những bên ký kết hiệp định. Do đó,",D
history-2023-301-20,A,multiple_choice,12.0,"['tiến hành dồn dân lập ấp chiến lược', 'kí với Pháp Hiệp ước Patơnốt', 'kí với Pháp Hiệp ước Hácmăng', 'thực hiện chính sách Kinh tế chỉ huy']","Trong quá trình triển khai chiến lược Chiến tranh đặc biệt (1961-1965) ở miền Nam Việt Nam, đế quốc Mĩ đã",,1.0,,,Sự kiện / Hoạt động,"
[A]

Lập luận:
Chiến lược Chiến tranh đặc biệt (1961-1965) ở miền Nam Việt Nam chủ yếu liên quan đến việc triển khai lực lượng quân đội Hoa Kỳ để chống lại lực lượng cộng sản Việt Nam.",A
history-2023-304-13,A,multiple_choice,12.0,"['Mĩ.', 'Campuchia.', 'Urugoay.', 'Libi.']","Trong thập kỉ 90 của thế kỉ XX, quốc gia nào sau đây đề ra và thực hiện chiến lược “Cam kết và mở rộng”?",1.0,,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
Chiến lược ""Cam kết và mở rộng"" chủ yếu được đề ra và thực hiện bởi lực lượng Liên Xô và đồng minh của họ, chủ yếu là Hoa Kỳ, trong Chiến tranh Lạnh.",B
history-2024-304-21,B,multiple_choice,12.0,"['đế quốc Tây Ban Nha.', 'quân phiệt Nhật Bản.', 'thực dân Hà Lan.', 'thực dân Bồ Đào Nha.']","Trong thời gian 1940 – 1945, nhân dân Việt Nam trực tiếp chống lại",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Trong thời kỳ 1940 – 1945, nhân dân Việt Nam trực tiếp chống lại quân phiệt Nhật Bản trong Chiến tranh thế giới II. 

 
 
 

",B
history-2022-302-21,A,multiple_choice,12.0,"['Người cùng khổ.', 'Văn học-Nghệ thuật.', 'Văn hóa.', 'Văn nghệ.']","Trong thời gian hoạt động ở Pháp (1917-1923), Nguyễn Ái Quốc làm chủ nhiệm kiêm chủ bút tờ báo nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Trong thời gian hoạt động ở Pháp (1917-1923), Nguyễn Ái Quốc làm chủ nhiệm và chủ bút cho tờ báo ""Văn học-Nghệ thuật"". 

 
",B
history-2022-304-18,B,multiple_choice,12.0,"['Văn học-Nghệ thuật.', 'Người cùng khổ.', 'Văn nghệ.', 'Văn hóa.']","Trong thời gian hoạt động ở Pháp (1917-1923), Nguyễn Ái Quốc làm tờ báo nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Trong thời gian hoạt động ở Pháp (1917-1923), Nguyễn Ái Quốc làm tờ báo Người cùng khổ. 



 

 

",B
history-2020-304-35,D,multiple_choice,12.0,"['Khởi đầu tạo dựng các mối quan hệ với cách mạng thế giới.', 'Trực tiếp tạo ra sự phân hóa trong các tổ chức tiền cộng sản.', 'Bắt đầu xây dựng lí luận cách mạng giải phóng dân tộc.', 'Gây dựng và phát triển tổ chức cách mạng phù hợp.']","Trong thời gian ở Quảng Châu (Trung Quốc) từ năm 1924 đến năm 1927, Nguyễn Ái Quốc có hoạt động nào sau đây nhằm chuẩn bị cho bước chuyển biến về chất của phong trào giải phóng dân tộc Việt Nam?",,1.0,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
Trong thời gian ở Quảng Châu, Nguyễn Ái Quốc tập trung vào việc học tập và tiếp xúc với các phong trào cách mạng khác nhau. Ông bắt đầu xây dựng lí luận cách mạng giải phóng",C
history-2020-301-40,D,multiple_choice,12.0,"['Trực tiếp tạo ra sự phân hóa trong các tổ chức tiền cộng sản.', 'Bắt đầu xây dựng lí luận cách mạng giải phóng dân tộc.', 'Khởi đầu tạo dựng các mối quan hệ với cách mạng thế giới.', 'Gây dựng và phát triển đội ngũ cán bộ nòng cốt.']","Trong thời gian ở Quảng Châu (Trung Quốc) từ năm 1924 đến năm 1927, Nguyễn Ái Quốc có hoạt động nào sau đây nhằm chuẩn bị cho bước chuyển biến về chất của phong trào giải phóng dân tộc Việt Nam?",,1.0,,,Sự kiện / Hoạt động,"
[D]

Lập luận:
Trong thời gian ở Quảng Châu, Nguyễn Ái Quốc tập trung vào việc gây dựng và phát triển đội ngũ cán bộ nòng cốt, chuẩn bị cho bước chuyển biến về chất của phong trào giải phóng",D
history-2020-302-40,C,multiple_choice,12.0,"['Trực tiếp tạo ra sự phân hóa trong các tổ chức tiền cộng sản.', 'Khởi đầu tạo dựng các mối quan hệ với cách mạng thế giới.', 'Trang bị lí luận cách mạng cho đội ngũ cán bộ nòng cốt.', 'Bắt đầu xây dựng lí luận cách mạng giải phóng dân tộc.']","Trong thời gian ở Quảng Châu (Trung Quốc) từ năm 1924 đến năm 1927, Nguyễn Ái Quốc có hoạt động nào sau đây nhằm chuẩn bị cho bước chuyển biến về chất của phong trào giải phóng dân tộc Việt Nam?",,1.0,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
- Trong thời gian ở Quảng Châu, Nguyễn Ái Quốc tập trung vào việc trang bị lí luận cách mạng cho đội ngũ cán bộ nòng cốt.
- Điều này giúp chuẩn bị cho bước chuyển",C
history-2020-303-35,C,multiple_choice,12.0,"['Khởi đầu tạo dựng các mối quan hệ với cách mạng thế giới.', 'Trực tiếp tạo ra sự phân hóa trong các tổ chức tiền cộng sản.', 'Trực tiếp truyền bá lí luận cách mạng giải phóng dân tộc.', 'Bắt đầu xây dựng lí luận cách mạng theo khuynh hướng vô sản.']","Trong thời gian ở Quảng Châu (Trung Quốc) từ năm 1924 đến năm 1927, Nguyễn Ái Quốc có hoạt động nào sau đây nhằm chuẩn bị cho bước chuyển biến về chất của phong trào giải phóng dân tộc Việt Nam?",,1.0,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
Trong thời gian ở Quảng Châu, Nguyễn Ái Quốc chủ yếu tập trung vào việc truyền bá lí luận cách mạng giải phóng dân tộc. Ông tham gia vào các hoạt động như giảng bài, tổ",C
history-2020-302-24,C,multiple_choice,12.0,"['ra Lời kêu gọi toàn quốc kháng chiến.', 'thành lập Nha Bình dân học vụ.', 'chuẩn bị cho sự ra đời của Đảng Cộng sản Việt Nam.', 'thành lập Mặt trận Tổ quốc Việt Nam.']","Trong thời kì 1919-1930, Nguyễn Ái Quốc đã",,1.0,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
Trong thời kì 1919-1930, Nguyễn Ái Quốc chủ yếu tập trung vào việc chuẩn bị cho sự ra đời của Đảng Cộng sản Việt Nam. Ông tham dự Đại hội Bolshevik ở",C
history-2020-301-25,B,multiple_choice,12.0,"['thành lập Nha Bình dân học vụ.', 'soạn thảo Cương lĩnh chính trị đầu tiên của Đảng Cộng sản Việt Nam.', 'ra Lời kêu gọi toàn quốc kháng chiến chống thực dân Pháp xâm lược.', 'thành lập Mặt trận Tổ quốc Việt Nam.']","Trong thời kì 1919-1930, Nguyễn Ái Quốc đã",,1.0,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
Trong thời kì 1919-1930, Nguyễn Ái Quốc chủ yếu tập trung vào việc xây dựng lực lượng cách mạng và chuẩn bị cho sự nghiệp kháng chiến chống thực dân Pháp. Ông soạn thảo Lời",C
history-2020-303-29,B,multiple_choice,12.0,"['thành lập Nha Bình dân học vụ.', 'sáng lập Đảng Cộng sản Việt Nam.', 'ra Lời kêu gọi toàn quốc kháng chiến.', 'thành lập Mặt trận Tổ quốc Việt Nam.']","Trong thời kì 1919-1930, Nguyễn Ái Quốc đã",,1.0,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
Trong thời kì 1919-1930, Nguyễn Ái Quốc chủ yếu tập trung vào việc thành lập Đảng Cộng sản Việt Nam, mà ông tin rằng là phương tiện để dẫn dắt nhân dân Việt Nam đến",B
history-2020-304-28,B,multiple_choice,12.0,"['ra Lời kêu gọi toàn quốc kháng chiến.', 'xác định được con đường cứu nước đúng đắn.', 'thành lập Mặt trận Tổ quốc Việt Nam.', 'thành lập Nha Bình dân học vụ.']","Trong thời kì 1919-1930, Nguyễn Ái Quốc đã",,1.0,,,Sự kiện / Hoạt động,"
[B]

Lập luận:
Trong thời kì 1919-1930, Nguyễn Ái Quốc chủ yếu tập trung vào việc xác định con đường cứu nước đúng đắn cho Việt Nam. Ông nghiên cứu chủ nghĩa Mác – Lênin và áp",B
history-2021-301-23,D,multiple_choice,12.0,"['phát triển vượt trội so với kinh tế Pháp', 'phát triển cân đối giữa các vùng, miền', 'có tốc độ phát triển nhanh nhất thế giới', 'bị cột chặt vào nền kinh tế nước Pháp']","Trong thời kì 1919-1930, kinh tế Việt Nam",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
Trong thời kì 1919-1930, kinh tế Việt Nam chủ yếu phụ thuộc vào Pháp, với Pháp cung cấp viện trợ và đầu tư. Điều này khiến cho kinh tế Việt Nam bị cột chặt",C
history-2021-302-26,D,multiple_choice,12.0,"['phát triển cân đối giữa các vùng, miền', 'phát triển vượt trội so với kinh tế Pháp', 'có tốc độ phát triển cao nhất thế giới', 'bị lệ thuộc vào kinh tế của nước Pháp']","Trong thời kì 1919-1930, kinh tế Việt Nam",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
Trong thời kì 1919-1930, kinh tế Việt Nam chủ yếu phụ thuộc vào Pháp, khi Pháp quản lý thuộc địa của mình ở Đông Dương. Mặc dù Việt Nam có một số ngành công",C
history-2021-304-24,B,multiple_choice,12.0,"['có tốc độ phát triển nhanh nhất thế giới.', 'phổ biến trong tình trạng lạc hậu.', 'phát triển cân đối giữa các vùng, miền.', 'phát triển vượt trội so với kinh tế Pháp.']","Trong thời kì 1919-1930, kinh tế Việt Nam",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
Trong thời kì 1919-1930, kinh tế Việt Nam phát triển cân đối giữa các vùng, miền. 
 
 
 
 
 
",C
history-2021-303-30,B,multiple_choice,12.0,"['phát triển vượt trội so với kinh tế Pháp.', 'phổ biến trong tình trạng nghèo nàn.', 'phát triển cân đối giữa các vùng, miền.', 'có tốc độ phát triển nhanh nhất thế giới.']","Trong thời kì 1919-1930, kinh tế Việt Nam",,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
Trong thời kì 1919-1930, kinh tế Việt Nam chủ yếu tập trung vào các phương án A, B và D. Tuy nhiên, phương án C (phát triển cân đối giữa các vùng",C
history-2023-301-7,A,multiple_choice,12.0,"['Chiến thắng Việt Bắc thu-đông.', 'Trận Cầu Giấy lần thứ nhất.', 'Chiến thắng Đường 14-Phước Long', 'Trận Cầu Giấy lần thứ hai.']","Trong thời kì 1946-1954, thắng lợi nào sau đây của quân dân Việt Nam đã làm phá sản hoàn toàn kế hoạch “đánh nhanh, thắng nhanh"" của thực dân Pháp?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
- Chiến thắng Đường 14-Phước Long là một thất bại lớn đối với quân đội Pháp và làm suy yếu kế hoạch ""đánh nhanh, thắng nhanh"" của họ.
=> Đáp án",C
history-2024-304-3,B,multiple_choice,12.0,"['Châu Đại Dương.', 'Châu Âu.', 'Châu Nam Cực.', 'Châu Phi.']","Trong xu thế hòa hoãn Đông – Tây, Mĩ và Canađa cùng với 33 quốc gia thuộc châu lục nào sau đây tham gia kí kết Định ước Henxinki (1975)?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Định ước Henxinki là một hiệp định hòa hoãn giữa Mĩ và Trung Quốc, và các quốc gia tham gia kí kết nó chủ yếu nằm ở châu Á. Do đó, châu Á",B
history-2022-301-8,B,multiple_choice,12.0,"['nông dân.', 'thanh niên, trí thức.', 'địa chủ phong kiến.', 'đại tư sản.']","Trong, những năm 20 của thế kỉ XX, phần lớn học viên tham gia các lớp đào tạo cán bộ của Nguyễn Ái Quốc ở Quảng Châu (Trung Quốc) là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Trong những năm 20 của thế kỉ XX, phong trào giải phóng dân tộc do Nguyễn Ái Quốc lãnh đạo chủ yếu tập trung vào việc tập hợp lực lượng cách mạng gồm nhiều tầng lớp trong xã",B
history-2020-303-36,D,multiple_choice,12.0,"['Hình thành gắn với kết cục của chiến tranh thế giới.', 'Được thiết lập tử quyết định của các cường quốc.', 'Bị chi phối bởi quyền lợi của các cường quốc.', 'Có hai hệ thống xã hội đối lập về chính trị.']",Trật tự hai cực Ianta có điểm khác biệt nào sau đây so với trật tự thế giới theo hệ thống Vécxai-Oasinhton?,,,1.0,,"So sánh, đối chiếu","
[D]

Lập luận:
Trật tự hai cực Ianta được thiết lập bởi các cường quốc lớn trong Thế chiến I, và nó được đặc trưng bởi sự đối lập giữa hai hệ thống xã hội đối lập về chính",D
history-2020-301-34,D,multiple_choice,12.0,"['Bị chi phối bởi quyền lợi của các cường quốc.', 'Được thiết lập từ quyết định của các cường quốc.', 'Hình thành gắn với kết cục của chiến tranh thế giới.', 'Có hai hệ thống xã hội đối lập về kinh tế.']",Trật tự hai cực Ianta có điểm khác biệt nào sau đây so với trật tự thế giới theo hệ thống Vécxai-Oasinhton?,,,1.0,,"So sánh, đối chiếu","
[B]

Lập luận:
Trật tự hai cực Ianta được thiết lập từ quyết định của các cường quốc, trong khi trật tự thế giới theo hệ thống Vécxai-Oasinhton được hình thành",B
history-2020-302-34,C,multiple_choice,12.0,"['Hình thành gần với kết cục của chiến tranh thế giới.', 'Bị chỉ phối bởi quyền lợi của các cường quốc.', 'Có hai hệ thống xã hội đối lập về hệ tư tưởng.', 'Được thiết lập từ quyết định của các cường quốc.']",Trật tự hai cực Ianta có điểm khác biệt nào sau đây so với trật tự thế giới theo hệ thống Vécxai-Oasinhton?,,,1.0,,"So sánh, đối chiếu","
[C]

Lập luận:
Trật tự hai cực Ianta được đặc trưng bởi sự đối lập giữa hai hệ thống xã hội đối lập về hệ tư tưởng, trong khi trật tự thế giới theo hệ thống Vécx",C
history-2020-304-34,D,multiple_choice,12.0,"['Bị chi phối bởi quyền lợi của các cường quốc,', 'Hình thành gắn với kết cục của chiến tranh thế giới.', 'Được thiết lập từ quyết định của các cường quốc.', 'Có hai hệ thống xã hội đối lập về quân sự.']",Trật tự hai cực Ianta có điểm khác biệt nào sau đây so với trật tự thế giới theo hệ thống Vécxai-Oasinhtơn?,,,1.0,,"So sánh, đối chiếu","
[C]

Lập luận: Trật tự hai cực Ianta, còn được biết đến với tên gọi Trật tự thế giới theo hệ thống Vécxai-Oasinhtơn, được thiết lập từ quyết định của các cường",C
history-2021-304-37,C,multiple_choice,12.0,"['Thành lập chính quyền cách mạng của nhân dân, do nhân dân bầu ra.', 'Xóa bỏ quyền chiếm hữu ruộng đất của giai cấp địa chủ phong kiến.', 'Thực hiện chính sách bảo đảm quyền lợi về chính trị cho nhân dân.', 'Xóa bỏ các giai cấp bóc lột, đưa công nông lên nằm chính quyền.']",Tính chất dân chủ của các xô viết ở Nghệ An và Hà Tĩnh (1930-1931) biểu hiện qua một trong những hoạt động nào sau đây?,,1.0,,,Đánh giá,"
[D]

Lập luận:
- Xô viết ở Nghệ An và Hà Tĩnh (1930-1931) nhằm thay thế hệ thống phong kiến bằng một hệ thống xã hội chủ nghĩa.
- Hoạt động xóa bỏ các giai cấp",D
